,node_number,edge_number,graph,fw_node_wfs,bw_node_wfs,connected,fw_len,bw_len
1182,4,6,"move(1,4). move(2,1). move(2,3). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1183,4,6,"move(1,3). move(1,4). move(2,3). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1184,4,3,"move(1,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1185,4,7,"move(1,3). move(1,4). move(2,1). move(2,3). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1186,4,4,"move(1,3). move(1,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1187,4,4,"move(1,4). move(2,3). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'draw', 'lost'}",SAT,2,3
1188,4,5,"move(1,3). move(1,4). move(2,3). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'draw', 'lost'}",SAT,2,3
1189,4,4,"move(1,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1190,4,5,"move(1,3). move(1,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1191,4,5,"move(1,4). move(2,3). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1192,4,6,"move(1,3). move(1,4). move(2,3). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1193,4,4,"move(1,4). move(3,2). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1194,4,5,"move(1,3). move(1,4). move(3,2). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1195,4,5,"move(1,4). move(3,2). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1196,4,6,"move(1,3). move(1,4). move(3,2). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1197,4,5,"move(1,4). move(2,3). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1198,4,6,"move(1,3). move(1,4). move(2,3). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1199,4,6,"move(1,4). move(2,3). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1200,4,4,"move(1,4). move(2,1). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1201,4,7,"move(1,3). move(1,4). move(2,3). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1202,4,5,"move(1,3). move(1,4). move(2,1). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1203,4,5,"move(1,4). move(2,1). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1204,4,5,"move(1,4). move(2,1). move(2,3). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1205,4,6,"move(1,3). move(1,4). move(2,1). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1206,4,6,"move(1,4). move(2,1). move(2,3). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1207,4,6,"move(1,3). move(1,4). move(2,1). move(2,3). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1208,4,7,"move(1,3). move(1,4). move(2,1). move(2,3). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1209,4,5,"move(1,4). move(2,1). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1210,4,6,"move(1,3). move(1,4). move(2,1). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1211,4,6,"move(1,4). move(2,1). move(2,3). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1212,4,7,"move(1,3). move(1,4). move(2,1). move(2,3). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1213,4,6,"move(1,4). move(2,1). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1214,4,7,"move(1,4). move(2,1). move(2,3). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1215,4,2,"move(3,4). move(4,3).",{'draw'},{'draw'},SAT,1,1
1216,4,8,"move(1,3). move(1,4). move(2,1). move(2,3). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1217,4,7,"move(1,3). move(1,4). move(2,1). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1218,4,3,"move(1,3). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1219,4,3,"move(1,4). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1220,4,4,"move(1,3). move(1,4). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1221,4,3,"move(3,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1222,4,4,"move(1,4). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1223,4,4,"move(1,3). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1224,4,5,"move(1,3). move(1,4). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1225,4,3,"move(2,1). move(3,4). move(4,3).","{'won', 'draw', 'lost'}","{'won', 'draw', 'lost'}",UNSAT,3,3
1226,4,4,"move(1,3). move(2,1). move(3,4). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
1227,4,4,"move(2,1). move(3,4). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'draw', 'lost'}",SAT,2,3
1228,4,5,"move(1,3). move(2,1). move(3,4). move(4,1). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
1229,4,4,"move(1,4). move(2,1). move(3,4). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
1230,4,5,"move(1,4). move(2,1). move(3,4). move(4,1). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
1231,4,5,"move(1,3). move(1,4). move(2,1). move(3,4). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
1232,4,3,"move(3,4). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1233,4,6,"move(1,3). move(1,4). move(2,1). move(3,4). move(4,1). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
1234,4,4,"move(1,3). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1235,4,4,"move(2,1). move(3,4). move(4,2). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1236,4,4,"move(1,4). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1237,4,5,"move(1,3). move(2,1). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1238,4,5,"move(1,4). move(2,1). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1239,4,5,"move(1,3). move(1,4). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1240,4,6,"move(1,3). move(1,4). move(2,1). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1241,4,4,"move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1242,4,5,"move(1,3). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1243,4,5,"move(1,4). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1244,4,6,"move(1,3). move(1,4). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1245,4,5,"move(2,1). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1246,4,6,"move(1,4). move(2,1). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1247,4,6,"move(1,3). move(2,1). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1248,4,7,"move(1,3). move(1,4). move(2,1). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1249,4,3,"move(3,2). move(3,4). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1250,4,4,"move(1,3). move(3,2). move(3,4). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1251,4,4,"move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1252,4,5,"move(1,3). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1253,4,4,"move(3,2). move(3,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1254,4,5,"move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1255,4,5,"move(1,3). move(3,2). move(3,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1256,4,6,"move(1,3). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1257,4,4,"move(2,1). move(3,2). move(3,4). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1258,4,5,"move(1,3). move(2,1). move(3,2). move(3,4). move(4,3).",{'draw'},{'draw'},SAT,1,1
1259,4,5,"move(2,1). move(3,2). move(3,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1260,4,5,"move(2,1). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1261,4,6,"move(1,3). move(2,1). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1262,4,6,"move(2,1). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1263,4,7,"move(1,3). move(2,1). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1264,4,6,"move(1,3). move(2,1). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1265,4,5,"move(1,3). move(1,4). move(3,2). move(3,4). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1266,4,4,"move(1,4). move(3,2). move(3,4). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1267,4,5,"move(1,4). move(2,1). move(3,2). move(3,4). move(4,3).",{'draw'},{'draw'},SAT,1,1
1268,4,6,"move(1,3). move(1,4). move(2,1). move(3,2). move(3,4). move(4,3).",{'draw'},{'draw'},SAT,1,1
1269,4,5,"move(1,4). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1270,4,6,"move(1,4). move(2,1). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1271,4,6,"move(1,3). move(1,4). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1272,4,7,"move(1,3). move(1,4). move(2,1). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1273,4,5,"move(1,4). move(3,2). move(3,4). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1274,4,6,"move(1,3). move(1,4). move(3,2). move(3,4). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1275,4,6,"move(1,4). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1276,4,7,"move(1,3). move(1,4). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1277,4,6,"move(1,4). move(2,1). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1278,4,7,"move(1,3). move(1,4). move(2,1). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1279,4,7,"move(1,4). move(2,1). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1280,4,3,"move(2,3). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1281,4,4,"move(1,3). move(2,3). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1282,4,8,"move(1,3). move(1,4). move(2,1). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1283,4,4,"move(2,3). move(3,2). move(3,4). move(4,3).",{'draw'},{'draw'},SAT,1,1
1284,4,5,"move(1,3). move(2,3). move(3,2). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1285,4,4,"move(1,4). move(2,3). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1286,4,5,"move(1,4). move(2,3). move(3,2). move(3,4). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
1287,4,5,"move(1,3). move(1,4). move(2,3). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1288,4,4,"move(2,3). move(3,4). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1289,4,6,"move(1,3). move(1,4). move(2,3). move(3,2). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1290,4,5,"move(1,3). move(2,3). move(3,4). move(4,1). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1291,4,5,"move(1,4). move(2,3). move(3,4). move(4,1). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
1292,4,6,"move(1,3). move(1,4). move(2,3). move(3,4). move(4,1). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
1293,4,5,"move(2,3). move(3,2). move(3,4). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1294,4,6,"move(1,3). move(2,3). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1295,4,6,"move(1,4). move(2,3). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1296,4,7,"move(1,3). move(1,4). move(2,3). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1297,4,4,"move(2,1). move(2,3). move(3,4). move(4,3).","{'won', 'draw', 'lost'}","{'won', 'lost'}",SAT,3,2
1298,4,5,"move(1,3). move(2,1). move(2,3). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1299,4,5,"move(2,1). move(2,3). move(3,4). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1300,4,6,"move(1,3). move(2,1). move(2,3). move(3,4). move(4,1). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1301,4,5,"move(2,1). move(2,3). move(3,2). move(3,4). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1302,4,6,"move(1,3). move(2,1). move(2,3). move(3,2). move(3,4). move(4,3).",{'draw'},{'draw'},SAT,1,1
1303,4,6,"move(2,1). move(2,3). move(3,2). move(3,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1304,4,7,"move(1,3). move(2,1). move(2,3). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1305,4,5,"move(1,4). move(2,1). move(2,3). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1306,4,6,"move(1,4). move(2,1). move(2,3). move(3,2). move(3,4). move(4,3).",{'draw'},{'draw'},SAT,1,1
1307,4,7,"move(1,3). move(1,4). move(2,1). move(2,3). move(3,2). move(3,4). move(4,3).",{'draw'},{'draw'},SAT,1,1
1308,4,6,"move(1,3). move(1,4). move(2,1). move(2,3). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1309,4,6,"move(1,4). move(2,1). move(2,3). move(3,4). move(4,1). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1310,4,7,"move(1,3). move(1,4). move(2,1). move(2,3). move(3,4). move(4,1). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1311,4,7,"move(1,4). move(2,1). move(2,3). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1312,4,4,"move(2,3). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1313,4,8,"move(1,3). move(1,4). move(2,1). move(2,3). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1314,4,5,"move(1,3). move(2,3). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1315,4,5,"move(2,1). move(2,3). move(3,4). move(4,2). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1316,4,5,"move(1,4). move(2,3). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1317,4,6,"move(1,3). move(2,1). move(2,3). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1318,4,6,"move(1,4). move(2,1). move(2,3). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1319,4,6,"move(1,3). move(1,4). move(2,3). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1320,4,7,"move(1,3). move(1,4). move(2,1). move(2,3). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1321,4,5,"move(2,3). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1322,4,6,"move(1,3). move(2,3). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1323,4,6,"move(1,4). move(2,3). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1324,4,7,"move(1,3). move(1,4). move(2,3). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1325,4,6,"move(2,1). move(2,3). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1326,4,7,"move(1,4). move(2,1). move(2,3). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1327,4,7,"move(1,3). move(2,1). move(2,3). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1328,4,5,"move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1329,4,8,"move(1,3). move(1,4). move(2,1). move(2,3). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1330,4,6,"move(2,3). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1331,4,6,"move(1,3). move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1332,4,7,"move(1,3). move(2,3). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1333,4,6,"move(2,1). move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1334,4,7,"move(2,1). move(2,3). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1335,4,7,"move(1,3). move(2,1). move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1336,4,8,"move(1,3). move(2,1). move(2,3). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1337,4,6,"move(1,4). move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
1338,4,7,"move(1,3). move(1,4). move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1339,4,7,"move(1,4). move(2,1). move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1340,4,8,"move(1,3). move(1,4). move(2,1). move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1341,4,7,"move(1,4). move(2,3). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1342,4,8,"move(1,4). move(2,1). move(2,3). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1343,4,8,"move(1,3). move(1,4). move(2,3). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1344,4,2,"move(3,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1345,4,9,"move(1,3). move(1,4). move(2,1). move(2,3). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1346,4,3,"move(3,1). move(3,4). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1347,4,3,"move(1,3). move(3,1). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1348,4,4,"move(1,3). move(3,1). move(3,4). move(4,3).",{'draw'},{'draw'},SAT,1,1
1349,4,3,"move(2,3). move(3,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1350,4,3,"move(3,1). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1351,4,4,"move(2,3). move(3,1). move(3,4). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1352,4,4,"move(1,3). move(2,3). move(3,1). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1353,4,5,"move(1,3). move(2,3). move(3,1). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1354,4,4,"move(1,3). move(3,1). move(4,2). move(4,3).","{'won', 'draw', 'lost'}","{'won', 'lost'}",SAT,3,2
1355,4,4,"move(2,3). move(3,1). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1356,4,4,"move(3,1). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1357,4,5,"move(1,3). move(2,3). move(3,1). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1358,4,5,"move(2,3). move(3,1). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1359,4,5,"move(1,3). move(3,1). move(3,4). move(4,2). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1360,4,3,"move(3,1). move(3,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1361,4,6,"move(1,3). move(2,3). move(3,1). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1362,4,4,"move(3,1). move(3,2). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1363,4,4,"move(1,3). move(3,1). move(3,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1364,4,5,"move(1,3). move(3,1). move(3,2). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1365,4,4,"move(3,1). move(3,2). move(3,4). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1366,4,5,"move(3,1). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1367,4,5,"move(1,3). move(3,1). move(3,2). move(3,4). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1368,4,6,"move(1,3). move(3,1). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1369,4,4,"move(2,3). move(3,1). move(3,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1370,4,5,"move(1,3). move(2,3). move(3,1). move(3,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1371,4,6,"move(1,3). move(2,3). move(3,1). move(3,2). move(3,4). move(4,3).",{'draw'},{'draw'},SAT,1,1
1372,4,5,"move(2,3). move(3,1). move(3,2). move(3,4). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1373,4,5,"move(2,3). move(3,1). move(3,2). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
1374,4,6,"move(2,3). move(3,1). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1375,4,6,"move(1,3). move(2,3). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1376,4,3,"move(1,4). move(3,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1377,4,4,"move(1,3). move(1,4). move(3,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
1378,4,7,"move(1,3). move(2,3). move(3,1). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1379,4,4,"move(1,4). move(3,1). move(3,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1380,4,5,"move(1,3). move(1,4). move(3,1). move(3,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1381,4,4,"move(1,4). move(2,3). move(3,1). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1382,4,5,"move(1,4). move(2,3). move(3,1). move(3,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1383,4,5,"move(1,3). move(1,4). move(2,3). move(3,1). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
1384,4,6,"move(1,3). move(1,4). move(2,3). move(3,1). move(3,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1385,4,4,"move(1,4). move(3,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1386,4,5,"move(1,3). move(1,4). move(3,1). move(4,2). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
1387,4,5,"move(1,4). move(2,3). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1388,4,6,"move(1,3). move(1,4). move(2,3). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1389,4,5,"move(1,4). move(3,1). move(3,2). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1390,4,6,"move(1,4). move(2,3). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1391,4,7,"move(1,3). move(1,4). move(2,3). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
1392,4,6,"move(1,3). move(1,4). move(3,1). move(3,2). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
1393,4,4,"move(1,4). move(3,1). move(3,4). move(4,3).",{'draw'},{'draw'},SAT,1,1
