,node_number,edge_number,graph,fw_node_wfs,bw_node_wfs,connected,fw_len,bw_len
2273,4,6,"move(1,2). move(1,3). move(2,3). move(3,1). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2274,4,4,"move(1,2). move(1,3). move(2,4). move(4,2).","{'won', 'draw', 'lost'}","{'won', 'lost'}",SAT,3,2
2275,4,5,"move(1,2). move(1,3). move(2,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2276,4,4,"move(1,2). move(2,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2277,4,4,"move(1,2). move(2,3). move(2,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2278,4,5,"move(1,2). move(2,3). move(2,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2279,4,5,"move(1,2). move(1,3). move(2,3). move(2,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2280,4,6,"move(1,2). move(1,3). move(2,3). move(2,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2281,4,4,"move(1,2). move(2,4). move(3,1). move(4,2).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2282,4,5,"move(1,2). move(1,3). move(2,4). move(3,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
2283,4,5,"move(1,2). move(2,3). move(2,4). move(3,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
2284,4,6,"move(1,2). move(1,3). move(2,3). move(2,4). move(3,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
2285,4,5,"move(1,2). move(2,4). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2286,4,6,"move(1,2). move(1,3). move(2,4). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2287,4,6,"move(1,2). move(2,3). move(2,4). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2288,4,7,"move(1,2). move(1,3). move(2,3). move(2,4). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2289,4,4,"move(1,2). move(2,4). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2290,4,5,"move(1,2). move(1,3). move(2,4). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2291,4,5,"move(1,2). move(2,4). move(3,1). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2292,4,6,"move(1,2). move(1,3). move(2,4). move(3,1). move(3,2). move(4,2).",{'draw'},{'draw'},SAT,1,1
2293,4,5,"move(1,2). move(2,4). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2294,4,6,"move(1,2). move(2,4). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2295,4,6,"move(1,2). move(1,3). move(2,4). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2296,4,7,"move(1,2). move(1,3). move(2,4). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2297,4,5,"move(1,2). move(2,3). move(2,4). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2298,4,6,"move(1,2). move(1,3). move(2,3). move(2,4). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2299,4,6,"move(1,2). move(2,3). move(2,4). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2300,4,7,"move(1,2). move(1,3). move(2,3). move(2,4). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2301,4,6,"move(1,2). move(2,3). move(2,4). move(3,1). move(3,2). move(4,2).",{'draw'},{'draw'},SAT,1,1
2302,4,7,"move(1,2). move(2,3). move(2,4). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2303,4,7,"move(1,2). move(1,3). move(2,3). move(2,4). move(3,1). move(3,2). move(4,2).",{'draw'},{'draw'},SAT,1,1
2304,4,3,"move(1,2). move(1,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2305,4,8,"move(1,2). move(1,3). move(2,3). move(2,4). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2306,4,4,"move(1,2). move(1,3). move(1,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2307,4,4,"move(1,2). move(1,4). move(2,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2308,4,5,"move(1,2). move(1,3). move(1,4). move(2,4). move(4,2).","{'won', 'draw', 'lost'}","{'won', 'lost'}",SAT,3,2
2309,4,4,"move(1,2). move(1,4). move(3,2). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2310,4,5,"move(1,2). move(1,4). move(2,4). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2311,4,5,"move(1,2). move(1,3). move(1,4). move(3,2). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2312,4,4,"move(1,2). move(1,4). move(2,3). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2313,4,6,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2314,4,5,"move(1,2). move(1,3). move(1,4). move(2,3). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2315,4,5,"move(1,2). move(1,4). move(2,3). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2316,4,5,"move(1,2). move(1,4). move(2,3). move(2,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2317,4,6,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2318,4,6,"move(1,2). move(1,4). move(2,3). move(2,4). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2319,4,6,"move(1,2). move(1,3). move(1,4). move(2,3). move(2,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2320,4,7,"move(1,2). move(1,3). move(1,4). move(2,3). move(2,4). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2321,4,4,"move(1,2). move(1,4). move(3,1). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2322,4,5,"move(1,2). move(1,3). move(1,4). move(3,1). move(4,2).","{'won', 'lost'}",{'draw'},SAT,2,1
2323,4,5,"move(1,2). move(1,4). move(2,3). move(3,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
2324,4,6,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
2325,4,5,"move(1,2). move(1,4). move(2,4). move(3,1). move(4,2).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2326,4,6,"move(1,2). move(1,4). move(2,3). move(2,4). move(3,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
2327,4,6,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
2328,4,7,"move(1,2). move(1,3). move(1,4). move(2,3). move(2,4). move(3,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
2329,4,5,"move(1,2). move(1,4). move(3,1). move(3,2). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2330,4,6,"move(1,2). move(1,3). move(1,4). move(3,1). move(3,2). move(4,2).","{'won', 'lost'}",{'draw'},SAT,2,1
2331,4,6,"move(1,2). move(1,4). move(2,4). move(3,1). move(3,2). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2332,4,6,"move(1,2). move(1,4). move(2,3). move(3,1). move(3,2). move(4,2).",{'draw'},{'draw'},SAT,1,1
2333,4,7,"move(1,2). move(1,4). move(2,3). move(2,4). move(3,1). move(3,2). move(4,2).",{'draw'},{'draw'},SAT,1,1
2334,4,7,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,1). move(3,2). move(4,2).",{'draw'},{'draw'},SAT,1,1
2335,4,7,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,1). move(3,2). move(4,2).",{'draw'},{'draw'},SAT,1,1
2336,4,4,"move(1,2). move(1,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2337,4,8,"move(1,2). move(1,3). move(1,4). move(2,3). move(2,4). move(3,1). move(3,2). move(4,2).",{'draw'},{'draw'},SAT,1,1
2338,4,5,"move(1,2). move(1,3). move(1,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2339,4,5,"move(1,2). move(1,4). move(3,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
2340,4,6,"move(1,2). move(1,3). move(1,4). move(3,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
2341,4,5,"move(1,2). move(1,4). move(3,2). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2342,4,6,"move(1,2). move(1,4). move(3,1). move(3,2). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
2343,4,6,"move(1,2). move(1,3). move(1,4). move(3,2). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2344,4,7,"move(1,2). move(1,3). move(1,4). move(3,1). move(3,2). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
2345,4,5,"move(1,2). move(1,4). move(2,3). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2346,4,6,"move(1,2). move(1,3). move(1,4). move(2,3). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2347,4,6,"move(1,2). move(1,4). move(2,3). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2348,4,7,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2349,4,6,"move(1,2). move(1,4). move(2,3). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2350,4,7,"move(1,2). move(1,4). move(2,3). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2351,4,7,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2352,4,8,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2353,4,5,"move(1,2). move(1,4). move(2,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2354,4,6,"move(1,2). move(1,3). move(1,4). move(2,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2355,4,6,"move(1,2). move(1,4). move(2,3). move(2,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2356,4,7,"move(1,2). move(1,3). move(1,4). move(2,3). move(2,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2357,4,6,"move(1,2). move(1,4). move(2,4). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2358,4,7,"move(1,2). move(1,4). move(2,3). move(2,4). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2359,4,7,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2360,4,8,"move(1,2). move(1,3). move(1,4). move(2,3). move(2,4). move(3,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2361,4,6,"move(1,2). move(1,4). move(2,4). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2362,4,7,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2363,4,7,"move(1,2). move(1,4). move(2,4). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2364,4,8,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2365,4,7,"move(1,2). move(1,4). move(2,3). move(2,4). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2366,4,8,"move(1,2). move(1,3). move(1,4). move(2,3). move(2,4). move(3,2). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2367,4,2,"move(1,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",UNSAT,2,2
2368,4,8,"move(1,2). move(1,4). move(2,3). move(2,4). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2369,4,3,"move(1,2). move(1,3). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2370,4,9,"move(1,2). move(1,3). move(1,4). move(2,3). move(2,4). move(3,1). move(3,2). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
2371,4,3,"move(1,2). move(3,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2372,4,3,"move(1,2). move(1,4). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2373,4,4,"move(1,2). move(1,3). move(3,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2374,4,4,"move(1,2). move(1,4). move(3,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2375,4,4,"move(1,2). move(1,3). move(1,4). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2376,4,3,"move(1,2). move(3,4). move(4,3).","{'won', 'draw', 'lost'}","{'won', 'draw', 'lost'}",UNSAT,3,3
2377,4,5,"move(1,2). move(1,3). move(1,4). move(3,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2378,4,4,"move(1,2). move(1,3). move(3,4). move(4,3).","{'won', 'draw', 'lost'}","{'won', 'lost'}",SAT,3,2
2379,4,4,"move(1,2). move(1,4). move(3,4). move(4,3).","{'won', 'draw', 'lost'}","{'won', 'lost'}",SAT,3,2
2380,4,5,"move(1,2). move(1,3). move(1,4). move(3,4). move(4,3).","{'won', 'draw', 'lost'}","{'won', 'lost'}",SAT,3,2
2381,4,4,"move(1,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'draw', 'lost'}",SAT,2,3
2382,4,5,"move(1,2). move(1,4). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2383,4,5,"move(1,2). move(1,3). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2384,4,3,"move(1,2). move(2,4). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2385,4,6,"move(1,2). move(1,3). move(1,4). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2386,4,4,"move(1,2). move(1,3). move(2,4). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2387,4,4,"move(1,2). move(2,4). move(3,4). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2388,4,4,"move(1,2). move(2,4). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2389,4,5,"move(1,2). move(1,3). move(2,4). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2390,4,5,"move(1,2). move(2,4). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2391,4,5,"move(1,2). move(1,3). move(2,4). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2392,4,6,"move(1,2). move(1,3). move(2,4). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2393,4,4,"move(1,2). move(1,4). move(2,4). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2394,4,5,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2395,4,5,"move(1,2). move(1,4). move(2,4). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2396,4,6,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2397,4,6,"move(1,2). move(1,4). move(2,4). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2398,4,5,"move(1,2). move(1,4). move(2,4). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2399,4,6,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2400,4,3,"move(1,2). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2401,4,4,"move(1,2). move(1,3). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2402,4,7,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2403,4,4,"move(1,2). move(2,4). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2404,4,4,"move(1,2). move(1,4). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2405,4,5,"move(1,2). move(1,4). move(2,4). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2406,4,5,"move(1,2). move(1,3). move(2,4). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2407,4,5,"move(1,2). move(1,3). move(1,4). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2408,4,4,"move(1,2). move(3,2). move(3,4). move(4,3).","{'won', 'lost'}","{'won', 'draw', 'lost'}",SAT,2,3
2409,4,6,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2410,4,5,"move(1,2). move(1,3). move(3,2). move(3,4). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2411,4,5,"move(1,2). move(1,4). move(3,2). move(3,4). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2412,4,6,"move(1,2). move(1,3). move(1,4). move(3,2). move(3,4). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2413,4,5,"move(1,2). move(2,4). move(3,2). move(3,4). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2414,4,6,"move(1,2). move(1,4). move(2,4). move(3,2). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2415,4,7,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,2). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2416,4,6,"move(1,2). move(1,3). move(2,4). move(3,2). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2417,4,4,"move(1,2). move(3,2). move(3,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2418,4,5,"move(1,2). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'draw', 'lost'}",SAT,2,3
2419,4,5,"move(1,2). move(1,3). move(3,2). move(3,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2420,4,6,"move(1,2). move(1,3). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2421,4,5,"move(1,2). move(2,4). move(3,2). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2422,4,6,"move(1,2). move(2,4). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2423,4,5,"move(1,2). move(1,4). move(3,2). move(3,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2424,4,7,"move(1,2). move(1,3). move(2,4). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2425,4,6,"move(1,2). move(1,3). move(2,4). move(3,2). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2426,4,6,"move(1,2). move(1,3). move(1,4). move(3,2). move(3,4). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2427,4,6,"move(1,2). move(1,4). move(2,4). move(3,2). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2428,4,7,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,2). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2429,4,6,"move(1,2). move(1,4). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2430,4,7,"move(1,2). move(1,3). move(1,4). move(3,2). move(3,4). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2431,4,8,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2432,4,7,"move(1,2). move(1,4). move(2,4). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2433,4,3,"move(1,2). move(2,3). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2434,4,4,"move(1,2). move(1,3). move(2,3). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2435,4,4,"move(1,2). move(2,3). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2436,4,5,"move(1,2). move(1,3). move(2,3). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2437,4,4,"move(1,2). move(2,3). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2438,4,5,"move(1,2). move(2,3). move(3,2). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2439,4,5,"move(1,2). move(1,3). move(2,3). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2440,4,6,"move(1,2). move(1,3). move(2,3). move(3,2). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2441,4,4,"move(1,2). move(1,4). move(2,3). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2442,4,5,"move(1,2). move(1,4). move(2,3). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2443,4,5,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2444,4,6,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2445,4,5,"move(1,2). move(1,4). move(2,3). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2446,4,6,"move(1,2). move(1,4). move(2,3). move(3,2). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2447,4,6,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,2). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2448,4,4,"move(1,2). move(2,3). move(3,4). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2449,4,7,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,2). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2450,4,5,"move(1,2). move(1,3). move(2,3). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2451,4,5,"move(1,2). move(1,4). move(2,3). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2452,4,6,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2453,4,5,"move(1,2). move(2,3). move(3,2). move(3,4). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2454,4,6,"move(1,2). move(1,4). move(2,3). move(3,2). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2455,4,6,"move(1,2). move(1,3). move(2,3). move(3,2). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2456,4,7,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,2). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2457,4,5,"move(1,2). move(2,3). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2458,4,6,"move(1,2). move(1,3). move(2,3). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2459,4,6,"move(1,2). move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2460,4,7,"move(1,2). move(1,3). move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2461,4,6,"move(1,2). move(1,4). move(2,3). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2462,4,7,"move(1,2). move(1,4). move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2463,4,7,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2464,4,4,"move(1,2). move(2,3). move(2,4). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2465,4,8,"move(1,2). move(1,3). move(1,4). move(2,3). move(3,2). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2466,4,5,"move(1,2). move(1,3). move(2,3). move(2,4). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
2467,4,5,"move(1,2). move(2,3). move(2,4). move(3,4). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2468,4,6,"move(1,2). move(1,3). move(2,3). move(2,4). move(3,4). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2469,4,5,"move(1,2). move(2,3). move(2,4). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2470,4,6,"move(1,2). move(2,3). move(2,4). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
2471,4,6,"move(1,2). move(1,3). move(2,3). move(2,4). move(3,4). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
2472,4,7,"move(1,2). move(1,3). move(2,3). move(2,4). move(3,4). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
2473,4,6,"move(1,2). move(1,3). move(1,4). move(2,3). move(2,4). move(3,4).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
